region	chr	midPos	Nsites
(331592,332091)(331600,332099)(331600,332100)	Mt	331850	501	0.118979
(331692,332191)(331700,332199)(331700,332200)	Mt	331950	501	0.114901
(331792,332291)(331800,332299)(331800,332300)	Mt	332050	501	0.111842
(331892,332391)(331900,332399)(331900,332400)	Mt	332150	501	0.113462
(331992,332491)(332000,332499)(332000,332500)	Mt	332250	501	0.109777
(332092,332591)(332100,332599)(332100,332600)	Mt	332350	501	0.108765
(332192,332691)(332200,332699)(332200,332700)	Mt	332450	501	0.101776
(332292,332791)(332300,332799)(332300,332800)	Mt	332550	501	0.098881
(332392,332891)(332400,332899)(332400,332900)	Mt	332650	501	0.095222
(332492,332991)(332500,332999)(332500,333000)	Mt	332750	501	0.095649
(332592,333091)(332600,333099)(332600,333100)	Mt	332850	501	0.088727
(332692,333191)(332700,333199)(332700,333200)	Mt	332950	501	0.093067
(332792,333291)(332800,333299)(332800,333300)	Mt	333050	501	0.096469
(332892,333391)(332900,333399)(332900,333400)	Mt	333150	501	0.099221
(332992,333491)(333000,333499)(333000,333500)	Mt	333250	501	0.101023
(333092,333591)(333100,333599)(333100,333600)	Mt	333350	501	0.104647
(333192,333691)(333200,333699)(333200,333700)	Mt	333450	501	0.108265
(333292,333791)(333300,333799)(333300,333800)	Mt	333550	501	0.116919
(333392,333891)(333400,333899)(333400,333900)	Mt	333650	501	0.110352
(333492,333991)(333500,333999)(333500,334000)	Mt	333750	501	0.112479
(333592,334091)(333600,334099)(333600,334100)	Mt	333850	501	0.109505
(333692,334191)(333700,334199)(333700,334200)	Mt	333950	501	0.115133
(333792,334291)(333800,334299)(333800,334300)	Mt	334050	501	0.108286
(333892,334391)(333900,334399)(333900,334400)	Mt	334150	501	0.112230
(333992,334491)(334000,334499)(334000,334500)	Mt	334250	501	0.112290
(334092,334591)(334100,334599)(334100,334600)	Mt	334350	501	0.124647
(334192,334691)(334200,334699)(334200,334700)	Mt	334450	501	0.118395
(334292,334791)(334300,334799)(334300,334800)	Mt	334550	501	0.127507
(334392,334891)(334400,334899)(334400,334900)	Mt	334650	501	0.122876
(334492,334991)(334500,334999)(334500,335000)	Mt	334750	501	0.112500
(334592,335091)(334600,335099)(334600,335100)	Mt	334850	501	0.108919
(334692,335191)(334700,335199)(334700,335200)	Mt	334950	501	0.113227
(334792,335291)(334800,335299)(334800,335300)	Mt	335050	501	0.115990
(334892,335391)(334900,335399)(334900,335400)	Mt	335150	501	0.109647
(334992,335491)(335000,335499)(335000,335500)	Mt	335250	501	0.118826
(335092,335591)(335100,335599)(335100,335600)	Mt	335350	501	0.108992
(335192,335691)(335200,335699)(335200,335700)	Mt	335450	501	0.101954
(335292,335791)(335300,335799)(335300,335800)	Mt	335550	501	0.086972
(335392,335891)(335400,335899)(335400,335900)	Mt	335650	501	0.086190
(335492,335991)(335500,335999)(335500,336000)	Mt	335750	501	0.083901
(335592,336091)(335600,336099)(335600,336100)	Mt	335850	501	0.090151
(335692,336191)(335700,336199)(335700,336200)	Mt	335950	501	0.095949
(335792,336291)(335800,336299)(335800,336300)	Mt	336050	501	0.095884
(335892,336391)(335900,336399)(335900,336400)	Mt	336150	501	0.110108
(335992,336491)(336000,336499)(336000,336500)	Mt	336250	501	0.110186
(336092,336591)(336100,336599)(336100,336600)	Mt	336350	501	0.109458
(336192,336691)(336200,336699)(336200,336700)	Mt	336450	501	0.106971
(336292,336791)(336300,336799)(336300,336800)	Mt	336550	501	0.102900
(336392,336891)(336400,336899)(336400,336900)	Mt	336650	501	0.096061
(336492,336991)(336500,336999)(336500,337000)	Mt	336750	501	0.099116
(336592,337091)(336600,337099)(336600,337100)	Mt	336850	501	0.102011
(336692,337191)(336700,337199)(336700,337200)	Mt	336950	501	0.104154
(336792,337291)(336800,337299)(336800,337300)	Mt	337050	501	0.106808
(336892,337391)(336900,337399)(336900,337400)	Mt	337150	501	0.099865
(336992,337491)(337000,337499)(337000,337500)	Mt	337250	501	0.099844
(337092,337591)(337100,337599)(337100,337600)	Mt	337350	501	0.100797
(337192,337691)(337200,337699)(337200,337700)	Mt	337450	501	0.100234
(337292,337791)(337300,337799)(337300,337800)	Mt	337550	501	0.106141
(337392,337891)(337400,337899)(337400,337900)	Mt	337650	501	0.111571
(337492,337991)(337500,337999)(337500,338000)	Mt	337750	501	0.116502
(337592,338091)(337600,338099)(337600,338100)	Mt	337850	501	0.113176
(337692,338191)(337700,338199)(337700,338200)	Mt	337950	501	0.108685
(337792,338291)(337800,338299)(337800,338300)	Mt	338050	501	0.113748
(337892,338391)(337900,338399)(337900,338400)	Mt	338150	501	0.116564
(337992,338491)(338000,338499)(338000,338500)	Mt	338250	501	0.103116
(338092,338591)(338100,338599)(338100,338600)	Mt	338350	501	0.110578
(338192,338691)(338200,338699)(338200,338700)	Mt	338450	501	0.111126
(338292,338791)(338300,338799)(338300,338800)	Mt	338550	501	0.106909
(338392,338891)(338400,338899)(338400,338900)	Mt	338650	501	0.099752
(338492,338991)(338500,338999)(338500,339000)	Mt	338750	501	0.104032
(338592,339091)(338600,339099)(338600,339100)	Mt	338850	501	0.098827
(338692,339191)(338700,339199)(338700,339200)	Mt	338950	501	0.105056
(338792,339291)(338800,339299)(338800,339300)	Mt	339050	501	0.100138
(338892,339391)(338900,339399)(338900,339400)	Mt	339150	501	0.106855
(338992,339491)(339000,339499)(339000,339500)	Mt	339250	501	0.105343
(339092,339591)(339100,339599)(339100,339600)	Mt	339350	501	0.104870
(339192,339691)(339200,339699)(339200,339700)	Mt	339450	501	0.097276
(339292,339791)(339300,339799)(339300,339800)	Mt	339550	501	0.100635
(339392,339891)(339400,339899)(339400,339900)	Mt	339650	501	0.104577
(339492,339991)(339500,339999)(339500,340000)	Mt	339750	501	0.105430
(339592,340091)(339600,340099)(339600,340100)	Mt	339850	501	0.107233
(339692,340191)(339700,340199)(339700,340200)	Mt	339950	501	0.112175
(339792,340291)(339800,340299)(339800,340300)	Mt	340050	501	0.112402
(339892,340391)(339900,340399)(339900,340400)	Mt	340150	501	0.111124
(339992,340491)(340000,340499)(340000,340500)	Mt	340250	501	0.111183
(340092,340591)(340100,340599)(340100,340600)	Mt	340350	501	0.108293
(340192,340691)(340200,340699)(340200,340700)	Mt	340450	501	0.107818
(340292,340791)(340300,340799)(340300,340800)	Mt	340550	501	0.102163
(340392,340891)(340400,340899)(340400,340900)	Mt	340650	501	0.094695
(340492,340991)(340500,340999)(340500,341000)	Mt	340750	501	0.097282
(340592,341091)(340600,341099)(340600,341100)	Mt	340850	501	0.096939
(340692,341191)(340700,341199)(340700,341200)	Mt	340950	501	0.101896
(340792,341291)(340800,341299)(340800,341300)	Mt	341050	501	0.110833
(340892,341391)(340900,341399)(340900,341400)	Mt	341150	501	0.120243
(340992,341491)(341000,341499)(341000,341500)	Mt	341250	501	0.116506
(341092,341591)(341100,341599)(341100,341600)	Mt	341350	501	0.112033
(341192,341691)(341200,341699)(341200,341700)	Mt	341450	501	0.108465
(341292,341791)(341300,341799)(341300,341800)	Mt	341550	501	0.099343
(341392,341891)(341400,341899)(341400,341900)	Mt	341650	501	0.093476
(341492,341991)(341500,341999)(341500,342000)	Mt	341750	501	0.099880
(341592,342091)(341600,342099)(341600,342100)	Mt	341850	501	0.100575
(341692,342191)(341700,342199)(341700,342200)	Mt	341950	501	0.093726
(341792,342291)(341800,342299)(341800,342300)	Mt	342050	501	0.100033
(341892,342391)(341900,342399)(341900,342400)	Mt	342150	501	0.100162
(341992,342491)(342000,342499)(342000,342500)	Mt	342250	501	0.096090
(342092,342591)(342100,342599)(342100,342600)	Mt	342350	501	0.098993
(342192,342691)(342200,342699)(342200,342700)	Mt	342450	501	0.105058
(342292,342791)(342300,342799)(342300,342800)	Mt	342550	501	0.106988
(342392,342891)(342400,342899)(342400,342900)	Mt	342650	501	0.107309
(342492,342991)(342500,342999)(342500,343000)	Mt	342750	501	0.111505
(342592,343091)(342600,343099)(342600,343100)	Mt	342850	501	0.113940
(342692,343191)(342700,343199)(342700,343200)	Mt	342950	501	0.109717
(342792,343291)(342800,343299)(342800,343300)	Mt	343050	501	0.109824
(342892,343391)(342900,343399)(342900,343400)	Mt	343150	501	0.111066
(342992,343491)(343000,343499)(343000,343500)	Mt	343250	501	0.115465
(343092,343591)(343100,343599)(343100,343600)	Mt	343350	501	0.108406
(343192,343691)(343200,343699)(343200,343700)	Mt	343450	501	0.114180
(343292,343791)(343300,343799)(343300,343800)	Mt	343550	501	0.110456
(343392,343891)(343400,343899)(343400,343900)	Mt	343650	501	0.106425
(343492,343991)(343500,343999)(343500,344000)	Mt	343750	501	0.103443
(343592,344091)(343600,344099)(343600,344100)	Mt	343850	501	0.106771
(343692,344191)(343700,344199)(343700,344200)	Mt	343950	501	0.101322
(343792,344291)(343800,344299)(343800,344300)	Mt	344050	501	0.095107
(343892,344391)(343900,344399)(343900,344400)	Mt	344150	501	0.094163
(343992,344491)(344000,344499)(344000,344500)	Mt	344250	501	0.085521
(344092,344591)(344100,344599)(344100,344600)	Mt	344350	501	0.089507
(344192,344691)(344200,344699)(344200,344700)	Mt	344450	501	0.093148
(344292,344791)(344300,344799)(344300,344800)	Mt	344550	501	0.102336
(344392,344891)(344400,344899)(344400,344900)	Mt	344650	501	0.111748
(344492,344991)(344500,344999)(344500,345000)	Mt	344750	501	0.122913
(344592,345091)(344600,345099)(344600,345100)	Mt	344850	501	0.117791
(344692,345191)(344700,345199)(344700,345200)	Mt	344950	501	0.121313
(344792,345291)(344800,345299)(344800,345300)	Mt	345050	501	0.122934
(344892,345391)(344900,345399)(344900,345400)	Mt	345150	501	0.113230
(344992,345491)(345000,345499)(345000,345500)	Mt	345250	501	0.109570
(345092,345591)(345100,345599)(345100,345600)	Mt	345350	501	0.112369
(345192,345691)(345200,345699)(345200,345700)	Mt	345450	501	0.106964
(345292,345791)(345300,345799)(345300,345800)	Mt	345550	501	0.098054
(345392,345891)(345400,345899)(345400,345900)	Mt	345650	501	0.106764
(345492,345991)(345500,345999)(345500,346000)	Mt	345750	501	0.101975
(345592,346091)(345600,346099)(345600,346100)	Mt	345850	501	0.102569
(345692,346191)(345700,346199)(345700,346200)	Mt	345950	501	0.102998
(345792,346291)(345800,346299)(345800,346300)	Mt	346050	501	0.104839
(345892,346391)(345900,346399)(345900,346400)	Mt	346150	501	0.104362
(345992,346491)(346000,346499)(346000,346500)	Mt	346250	501	0.105364
(346092,346591)(346100,346599)(346100,346600)	Mt	346350	501	0.100778
(346192,346691)(346200,346699)(346200,346700)	Mt	346450	501	0.102916
(346292,346791)(346300,346799)(346300,346800)	Mt	346550	501	0.104364
(346392,346891)(346400,346899)(346400,346900)	Mt	346650	501	0.102557
(346492,346991)(346500,346999)(346500,347000)	Mt	346750	501	0.097842
(346592,347091)(346600,347099)(346600,347100)	Mt	346850	501	0.111189
(346692,347191)(346700,347199)(346700,347200)	Mt	346950	501	0.110924
(346792,347291)(346800,347299)(346800,347300)	Mt	347050	501	0.120555
(346892,347391)(346900,347399)(346900,347400)	Mt	347150	501	0.120773
(346992,347491)(347000,347499)(347000,347500)	Mt	347250	501	0.123114
(347092,347591)(347100,347599)(347100,347600)	Mt	347350	501	0.117720
(347192,347691)(347200,347699)(347200,347700)	Mt	347450	501	0.115692
(347292,347791)(347300,347799)(347300,347800)	Mt	347550	501	0.118465
(347392,347891)(347400,347899)(347400,347900)	Mt	347650	501	0.114770
(347492,347991)(347500,347999)(347500,348000)	Mt	347750	501	0.118840
(347592,348091)(347600,348099)(347600,348100)	Mt	347850	501	0.111370
(347692,348191)(347700,348199)(347700,348200)	Mt	347950	501	0.108492
(347792,348291)(347800,348299)(347800,348300)	Mt	348050	501	0.101674
(347892,348391)(347900,348399)(347900,348400)	Mt	348150	501	0.110367
(347992,348491)(348000,348499)(348000,348500)	Mt	348250	501	0.107067
(348092,348591)(348100,348599)(348100,348600)	Mt	348350	501	0.112165
(348192,348691)(348200,348699)(348200,348700)	Mt	348450	501	0.110711
(348292,348791)(348300,348799)(348300,348800)	Mt	348550	501	0.103105
(348392,348891)(348400,348899)(348400,348900)	Mt	348650	501	0.103540
(348492,348991)(348500,348999)(348500,349000)	Mt	348750	501	0.102957
(348592,349091)(348600,349099)(348600,349100)	Mt	348850	501	0.107701
(348692,349191)(348700,349199)(348700,349200)	Mt	348950	501	0.115496
(348792,349291)(348800,349299)(348800,349300)	Mt	349050	501	0.120073
(348892,349391)(348900,349399)(348900,349400)	Mt	349150	501	0.113108
(348992,349491)(349000,349499)(349000,349500)	Mt	349250	501	0.111611
(349092,349591)(349100,349599)(349100,349600)	Mt	349350	501	0.106082
(349192,349691)(349200,349699)(349200,349700)	Mt	349450	501	0.104180
(349292,349791)(349300,349799)(349300,349800)	Mt	349550	501	0.107411
(349392,349891)(349400,349899)(349400,349900)	Mt	349650	501	0.104653
(349492,349991)(349500,349999)(349500,350000)	Mt	349750	501	0.103358
(349592,350091)(349600,350099)(349600,350100)	Mt	349850	501	0.104607
(349692,350191)(349700,350199)(349700,350200)	Mt	349950	501	0.099438
(349792,350291)(349800,350299)(349800,350300)	Mt	350050	501	0.096963
(349892,350391)(349900,350399)(349900,350400)	Mt	350150	501	0.104411
(349992,350491)(350000,350499)(350000,350500)	Mt	350250	501	0.105839
(350092,350591)(350100,350599)(350100,350600)	Mt	350350	501	0.109739
(350192,350691)(350200,350699)(350200,350700)	Mt	350450	501	0.117845
(350292,350791)(350300,350799)(350300,350800)	Mt	350550	501	0.118653
(350392,350891)(350400,350899)(350400,350900)	Mt	350650	501	0.110746
(350492,350991)(350500,350999)(350500,351000)	Mt	350750	501	0.120234
(350592,351091)(350600,351099)(350600,351100)	Mt	350850	501	0.121796
(350692,351191)(350700,351199)(350700,351200)	Mt	350950	501	0.115403
(350792,351291)(350800,351299)(350800,351300)	Mt	351050	501	0.125763
(350892,351391)(350900,351399)(350900,351400)	Mt	351150	501	0.128527
(350992,351491)(351000,351499)(351000,351500)	Mt	351250	501	0.116366
(351092,351591)(351100,351599)(351100,351600)	Mt	351350	501	0.109293
(351192,351691)(351200,351699)(351200,351700)	Mt	351450	501	0.111908
(351292,351791)(351300,351799)(351300,351800)	Mt	351550	501	0.096259
(351392,351891)(351400,351899)(351400,351900)	Mt	351650	501	0.099792
(351492,351991)(351500,351999)(351500,352000)	Mt	351750	501	0.109417
(351592,352091)(351600,352099)(351600,352100)	Mt	351850	501	0.106416
(351692,352191)(351700,352199)(351700,352200)	Mt	351950	501	0.110235
(351792,352291)(351800,352299)(351800,352300)	Mt	352050	501	0.110276
(351892,352391)(351900,352399)(351900,352400)	Mt	352150	501	0.102860
(351992,352491)(352000,352499)(352000,352500)	Mt	352250	501	0.105229
(352092,352591)(352100,352599)(352100,352600)	Mt	352350	501	0.113131
(352192,352691)(352200,352699)(352200,352700)	Mt	352450	501	0.110607
(352292,352791)(352300,352799)(352300,352800)	Mt	352550	501	0.112731
(352392,352891)(352400,352899)(352400,352900)	Mt	352650	501	0.122524
(352492,352991)(352500,352999)(352500,353000)	Mt	352750	501	0.115814
(352592,353091)(352600,353099)(352600,353100)	Mt	352850	501	0.104672
(352692,353191)(352700,353199)(352700,353200)	Mt	352950	501	0.098785
(352792,353291)(352800,353299)(352800,353300)	Mt	353050	501	0.095588
(352892,353391)(352900,353399)(352900,353400)	Mt	353150	501	0.095914
(352992,353491)(353000,353499)(353000,353500)	Mt	353250	501	0.097302
(353092,353591)(353100,353599)(353100,353600)	Mt	353350	501	0.102047
(353192,353691)(353200,353699)(353200,353700)	Mt	353450	501	0.119987
(353292,353791)(353300,353799)(353300,353800)	Mt	353550	501	0.123950
(353392,353891)(353400,353899)(353400,353900)	Mt	353650	501	0.119474
(353492,353991)(353500,353999)(353500,354000)	Mt	353750	501	0.114423
(353592,354091)(353600,354099)(353600,354100)	Mt	353850	501	0.121823
(353692,354191)(353700,354199)(353700,354200)	Mt	353950	501	0.103766
(353792,354291)(353800,354299)(353800,354300)	Mt	354050	501	0.103268
(353892,354391)(353900,354399)(353900,354400)	Mt	354150	501	0.109055
(353992,354491)(354000,354499)(354000,354500)	Mt	354250	501	0.114508
(354092,354591)(354100,354599)(354100,354600)	Mt	354350	501	0.106922
(354192,354691)(354200,354699)(354200,354700)	Mt	354450	501	0.114010
(354292,354791)(354300,354799)(354300,354800)	Mt	354550	501	0.110146
(354392,354891)(354400,354899)(354400,354900)	Mt	354650	501	0.101687
(354492,354991)(354500,354999)(354500,355000)	Mt	354750	501	0.108429
(354592,355091)(354600,355099)(354600,355100)	Mt	354850	501	0.105006
(354692,355191)(354700,355199)(354700,355200)	Mt	354950	501	0.093973
(354792,355291)(354800,355299)(354800,355300)	Mt	355050	501	0.102813
(354892,355391)(354900,355399)(354900,355400)	Mt	355150	501	0.103895
(354992,355491)(355000,355499)(355000,355500)	Mt	355250	501	0.096991
(355092,355591)(355100,355599)(355100,355600)	Mt	355350	501	0.106380
(355192,355691)(355200,355699)(355200,355700)	Mt	355450	501	0.110207
(355292,355791)(355300,355799)(355300,355800)	Mt	355550	501	0.101095
(355392,355891)(355400,355899)(355400,355900)	Mt	355650	501	0.103170
(355492,355991)(355500,355999)(355500,356000)	Mt	355750	501	0.102007
(355592,356091)(355600,356099)(355600,356100)	Mt	355850	501	0.103467
(355692,356191)(355700,356199)(355700,356200)	Mt	355950	501	0.108724
(355792,356291)(355800,356299)(355800,356300)	Mt	356050	501	0.121027
(355892,356391)(355900,356399)(355900,356400)	Mt	356150	501	0.121645
(355992,356491)(356000,356499)(356000,356500)	Mt	356250	501	0.130520
(356092,356591)(356100,356599)(356100,356600)	Mt	356350	501	0.131191
(356192,356691)(356200,356699)(356200,356700)	Mt	356450	501	0.130526
(356292,356791)(356300,356799)(356300,356800)	Mt	356550	501	0.131089
(356392,356891)(356400,356899)(356400,356900)	Mt	356650	501	0.128056
(356492,356991)(356500,356999)(356500,357000)	Mt	356750	501	0.122899
(356592,357091)(356600,357099)(356600,357100)	Mt	356850	501	0.119762
(356692,357191)(356700,357199)(356700,357200)	Mt	356950	501	0.113811
(356792,357291)(356800,357299)(356800,357300)	Mt	357050	501	0.103850
(356892,357391)(356900,357399)(356900,357400)	Mt	357150	501	0.103544
(356992,357491)(357000,357499)(357000,357500)	Mt	357250	501	0.095031
(357092,357591)(357100,357599)(357100,357600)	Mt	357350	501	0.097868
(357192,357691)(357200,357699)(357200,357700)	Mt	357450	501	0.103014
(357292,357791)(357300,357799)(357300,357800)	Mt	357550	501	0.102394
(357392,357891)(357400,357899)(357400,357900)	Mt	357650	501	0.110172
(357492,357991)(357500,357999)(357500,358000)	Mt	357750	501	0.113347
(357592,358091)(357600,358099)(357600,358100)	Mt	357850	501	0.103887
(357692,358191)(357700,358199)(357700,358200)	Mt	357950	501	0.100295
(357792,358291)(357800,358299)(357800,358300)	Mt	358050	501	0.103150
(357892,358391)(357900,358399)(357900,358400)	Mt	358150	501	0.094612
(357992,358491)(358000,358499)(358000,358500)	Mt	358250	501	0.092470
(358092,358591)(358100,358599)(358100,358600)	Mt	358350	501	0.093599
(358192,358691)(358200,358699)(358200,358700)	Mt	358450	501	0.095991
(358292,358791)(358300,358799)(358300,358800)	Mt	358550	501	0.089876
(358392,358891)(358400,358899)(358400,358900)	Mt	358650	501	0.089111
(358492,358991)(358500,358999)(358500,359000)	Mt	358750	501	0.092098
(358592,359091)(358600,359099)(358600,359100)	Mt	358850	501	0.104398
(358692,359191)(358700,359199)(358700,359200)	Mt	358950	501	0.109210
(358792,359291)(358800,359299)(358800,359300)	Mt	359050	501	0.109735
(358892,359391)(358900,359399)(358900,359400)	Mt	359150	501	0.107247
(358992,359491)(359000,359499)(359000,359500)	Mt	359250	501	0.108068
(359092,359591)(359100,359599)(359100,359600)	Mt	359350	501	0.105217
(359192,359691)(359200,359699)(359200,359700)	Mt	359450	501	0.102810
(359292,359791)(359300,359799)(359300,359800)	Mt	359550	501	0.103917
(359392,359891)(359400,359899)(359400,359900)	Mt	359650	501	0.111391
(359492,359991)(359500,359999)(359500,360000)	Mt	359750	501	0.113815
(359592,360091)(359600,360099)(359600,360100)	Mt	359850	501	0.121618
(359692,360191)(359700,360199)(359700,360200)	Mt	359950	501	0.123713
(359792,360291)(359800,360299)(359800,360300)	Mt	360050	501	0.119531
(359892,360391)(359900,360399)(359900,360400)	Mt	360150	501	0.124115
(359992,360491)(360000,360499)(360000,360500)	Mt	360250	501	0.126940
(360092,360591)(360100,360599)(360100,360600)	Mt	360350	501	0.120973
(360192,360691)(360200,360699)(360200,360700)	Mt	360450	501	0.112539
(360292,360791)(360300,360799)(360300,360800)	Mt	360550	501	0.116322
(360392,360891)(360400,360899)(360400,360900)	Mt	360650	501	0.113979
(360492,360991)(360500,360999)(360500,361000)	Mt	360750	501	0.105245
(360592,361091)(360600,361099)(360600,361100)	Mt	360850	501	0.105305
(360692,361191)(360700,361199)(360700,361200)	Mt	360950	501	0.109432
(360792,361291)(360800,361299)(360800,361300)	Mt	361050	501	0.108194
(360892,361391)(360900,361399)(360900,361400)	Mt	361150	501	0.103690
(360992,361491)(361000,361499)(361000,361500)	Mt	361250	501	0.105237
(361092,361591)(361100,361599)(361100,361600)	Mt	361350	501	0.106364
(361192,361691)(361200,361699)(361200,361700)	Mt	361450	501	0.105629
(361292,361791)(361300,361799)(361300,361800)	Mt	361550	501	0.114225
(361392,361891)(361400,361899)(361400,361900)	Mt	361650	501	0.116461
(361492,361991)(361500,361999)(361500,362000)	Mt	361750	501	0.114927
(361592,362091)(361600,362099)(361600,362100)	Mt	361850	501	0.111003
(361692,362191)(361700,362199)(361700,362200)	Mt	361950	501	0.112473
(361792,362291)(361800,362299)(361800,362300)	Mt	362050	501	0.106664
(361892,362391)(361900,362399)(361900,362400)	Mt	362150	501	0.105839
(361992,362491)(362000,362499)(362000,362500)	Mt	362250	501	0.098475
(362092,362591)(362100,362599)(362100,362600)	Mt	362350	501	0.093448
(362192,362691)(362200,362699)(362200,362700)	Mt	362450	501	0.101206
(362292,362791)(362300,362799)(362300,362800)	Mt	362550	501	0.105363
(362392,362891)(362400,362899)(362400,362900)	Mt	362650	501	0.104223
(362492,362991)(362500,362999)(362500,363000)	Mt	362750	501	0.112013
(362592,363091)(362600,363099)(362600,363100)	Mt	362850	501	0.118735
(362692,363191)(362700,363199)(362700,363200)	Mt	362950	501	0.105814
(362792,363291)(362800,363299)(362800,363300)	Mt	363050	501	0.094893
(362892,363391)(362900,363399)(362900,363400)	Mt	363150	501	0.101155
(362992,363491)(363000,363499)(363000,363500)	Mt	363250	501	0.105362
(363092,363591)(363100,363599)(363100,363600)	Mt	363350	501	0.098220
(363192,363691)(363200,363699)(363200,363700)	Mt	363450	501	0.098811
(363292,363791)(363300,363799)(363300,363800)	Mt	363550	501	0.105143
(363392,363891)(363400,363899)(363400,363900)	Mt	363650	501	0.098510
(363492,363991)(363500,363999)(363500,364000)	Mt	363750	501	0.093217
(363592,364091)(363600,364099)(363600,364100)	Mt	363850	501	0.096925
(363692,364191)(363700,364199)(363700,364200)	Mt	363950	501	0.099836
(363792,364291)(363800,364299)(363800,364300)	Mt	364050	501	0.095108
(363892,364391)(363900,364399)(363900,364400)	Mt	364150	501	0.097007
(363992,364491)(364000,364499)(364000,364500)	Mt	364250	501	0.097467
(364092,364591)(364100,364599)(364100,364600)	Mt	364350	501	0.091640
(364192,364691)(364200,364699)(364200,364700)	Mt	364450	501	0.100563
(364292,364791)(364300,364799)(364300,364800)	Mt	364550	501	0.105420
(364392,364891)(364400,364899)(364400,364900)	Mt	364650	501	0.107376
(364492,364991)(364500,364999)(364500,365000)	Mt	364750	501	0.106589
(364592,365091)(364600,365099)(364600,365100)	Mt	364850	501	0.111271
(364692,365191)(364700,365199)(364700,365200)	Mt	364950	501	0.103678
(364792,365291)(364800,365299)(364800,365300)	Mt	365050	501	0.101289
(364892,365391)(364900,365399)(364900,365400)	Mt	365150	501	0.095663
(364992,365491)(365000,365499)(365000,365500)	Mt	365250	501	0.103455
(365092,365591)(365100,365599)(365100,365600)	Mt	365350	501	0.103158
(365192,365691)(365200,365699)(365200,365700)	Mt	365450	501	0.093389
(365292,365791)(365300,365799)(365300,365800)	Mt	365550	501	0.103824
(365392,365891)(365400,365899)(365400,365900)	Mt	365650	501	0.106766
(365492,365991)(365500,365999)(365500,366000)	Mt	365750	501	0.098437
(365592,366091)(365600,366099)(365600,366100)	Mt	365850	501	0.098063
(365692,366191)(365700,366199)(365700,366200)	Mt	365950	501	0.100316
(365792,366291)(365800,366299)(365800,366300)	Mt	366050	501	0.089017
(365892,366391)(365900,366399)(365900,366400)	Mt	366150	501	0.096598
(365992,366491)(366000,366499)(366000,366500)	Mt	366250	501	0.098396
(366092,366591)(366100,366599)(366100,366600)	Mt	366350	501	0.101833
(366192,366691)(366200,366699)(366200,366700)	Mt	366450	501	0.101427
(366292,366791)(366300,366799)(366300,366800)	Mt	366550	501	0.101715
(366392,366891)(366400,366899)(366400,366900)	Mt	366650	501	0.090917
(366492,366991)(366500,366999)(366500,367000)	Mt	366750	501	0.087886
(366592,367091)(366600,367099)(366600,367100)	Mt	366850	501	0.081073
(366692,367191)(366700,367199)(366700,367200)	Mt	366950	501	0.089696
(366792,367291)(366800,367299)(366800,367300)	Mt	367050	501	0.095770
(366892,367391)(366900,367399)(366900,367400)	Mt	367150	501	0.094027
(366992,367491)(367000,367499)(367000,367500)	Mt	367250	501	0.102858
(367092,367591)(367100,367599)(367100,367600)	Mt	367350	501	0.108557
(367192,367691)(367200,367699)(367200,367700)	Mt	367450	501	0.109252
(367292,367791)(367300,367799)(367300,367800)	Mt	367550	501	0.111900
(367392,367891)(367400,367899)(367400,367900)	Mt	367650	501	0.114684
(367492,367991)(367500,367999)(367500,368000)	Mt	367750	501	0.105974
(367592,368091)(367600,368099)(367600,368100)	Mt	367850	501	0.103694
(367692,368191)(367700,368199)(367700,368200)	Mt	367950	501	0.103065
(367792,368291)(367800,368299)(367800,368300)	Mt	368050	501	0.097955
(367892,368391)(367900,368399)(367900,368400)	Mt	368150	501	0.098236
(367992,368491)(368000,368499)(368000,368500)	Mt	368250	501	0.095339
(368092,368591)(368100,368599)(368100,368600)	Mt	368350	501	0.102152
(368192,368691)(368200,368699)(368200,368700)	Mt	368450	501	0.100119
(368292,368791)(368300,368799)(368300,368800)	Mt	368550	501	0.102494
(368392,368891)(368400,368899)(368400,368900)	Mt	368650	501	0.104701
(368492,368991)(368500,368999)(368500,369000)	Mt	368750	501	0.118204
(368592,369091)(368600,369099)(368600,369100)	Mt	368850	501	0.115740
(368692,369191)(368700,369199)(368700,369200)	Mt	368950	501	0.121621
(368792,369291)(368800,369299)(368800,369300)	Mt	369050	501	0.115703
(368892,369391)(368900,369399)(368900,369400)	Mt	369150	501	0.111860
(368992,369491)(369000,369499)(369000,369500)	Mt	369250	501	0.095979
(369092,369591)(369100,369599)(369100,369600)	Mt	369350	501	0.104730
(369192,369691)(369200,369699)(369200,369700)	Mt	369450	501	0.097311
(369292,369791)(369300,369799)(369300,369800)	Mt	369550	501	0.096940
(369392,369891)(369400,369899)(369400,369900)	Mt	369650	501	0.094574
(369492,369991)(369500,369999)(369500,370000)	Mt	369750	501	0.116786
(369592,370091)(369600,370099)(369600,370100)	Mt	369850	501	0.106425
(369692,370191)(369700,370199)(369700,370200)	Mt	369950	501	0.100369
(369792,370291)(369800,370299)(369800,370300)	Mt	370050	501	0.107714
(369892,370391)(369900,370399)(369900,370400)	Mt	370150	501	0.111359
(369992,370491)(370000,370499)(370000,370500)	Mt	370250	501	0.098063
(370092,370591)(370100,370599)(370100,370600)	Mt	370350	501	0.099446
(370192,370691)(370200,370699)(370200,370700)	Mt	370450	501	0.112170
(370292,370791)(370300,370799)(370300,370800)	Mt	370550	501	0.111562
